name,description,video
MAYBE,,maybe.mp4
MAYONNAISE,,mayonnaise.mp4
'MCDONALD''S',,mcdonald1s.mp4
ME,(as in "myself"),me.mp4
ME TOO,,me_too.mp4
MEADOW,,meadow.mp4
MEAGER,(as in "small"),meager.mp4
MEAL,,meal.mp4
MEAN,(as in "meaning or the definition of something"),mean.mp4
MEAN,(as in "cruel"),mean2.mp4
MEAN,(as in "statistical average"),mean3.mp4
MEAN TO,,mean_to.mp4
MEANDER,,meander.mp4
MEANNESS,,meanness.mp4
MEANT,,meant.mp4
MEANT TO,,meant_to.mp4
MEANTIME,,meantime.mp4
MEANWHILE,,meanwhile.mp4
MEASLES,,measles.mp4
MEASURE,,measure.mp4
MEASURING,,measuring.mp4
MEAT,,meat.mp4
MEAT AND DAIRY,,meat_and_dairy.mp4
MEATBALL,,meatball.mp4
MECHANIC,,mechanic.mp4
MECHANICAL,,mechanical.mp4
MECHANISM,,mechanism.mp4
MEDAL,,medal.mp4
MEDDLE,(as in "to meddle with someone"),meddle.mp4
MEDDLE,(as in "to meddle with me"),meddle2.mp4
MEDDLESOME,,meddlesome.mp4
MEDIATE,(as in "intervene"),mediate.mp4
MEDICAL,,medical.mp4
MEDICINE,,medicine.mp4
MEDITATE,,meditate.mp4
MEDITATION,,meditation.mp4
MEDIUM,,medium.mp4
MEEK,,meek.mp4
MEET,(as in "they met"),meet.mp4
MEET,(as in "meet me"),meet2.mp4
MEET,(as in "I met"),meet3.mp4
MEETING,,meeting.mp4
MEGAPHONE,,megaphone.mp4
MELODY,,melody.mp4
MELON,,melon.mp4
MELT,,melt.mp4
MEMBER,,member.mp4
MEMBERSHIP,,membership.mp4
MEMORABLE,,memorable.mp4
MEMORIAL,,memorial.mp4
MEMORIAL DAY,,memorial_day.mp4
MEMORIZE,,memorize.mp4
MEMORY,,memory.mp4
MEN,,men.mp4
'MEN''S GROUP',,men1s_group.mp4
MENACE,,menace.mp4
MENACING,,menacing.mp4
MEND,,mend.mp4
MENNONITE,,mennonite.mp4
MENOPAUSE,,menopause.mp4
MENSTRUATION,,menstruation.mp4
MENTAL,,mental.mp4
MENTAL HEALTH,,mental_health.mp4
MENTAL HOSPITAL,,mental_hospital.mp4
MENTALLY RETARDED,,mentally_retarded.mp4
MENTION,,mention.mp4
MENTOR,(as in "the person"),mentor.mp4
MENTOR,|(as in "the action,_to_mento.mp4,MENTOR2.mp4
MENU,,menu.mp4
MEOW,(as in "the sound a cat makes"),meow.mp4
MERCHANDISE,,merchandise.mp4
MERCILESS,,merciless.mp4
MERCY,,mercy.mp4
MERCY,'(as in "god''s mercy")',mercy2.mp4
MERGE,,merge.mp4
MERIT,,merit.mp4
MERMAID,,mermaid.mp4
MERRY,,merry.mp4
MERRY CHRISTMAS,,merry_christmas.mp4
MERRY-GO-ROUND,,merry2go2round.mp4
MESH,,mesh.mp4
MESS,,mess.mp4
MESSAGE,,message.mp4
MESSIAH,(as in "the anointed one"),messiah.mp4
MESSY,,messy.mp4
MET,(as in "they met"),met.mp4
MET,(as in "I met"),met2.mp4
METAL,,metal.mp4
METAMORPHOSIS,,metamorphosis.mp4
METEOR,,meteor.mp4
METEOROLOGIST,(as in "weather man or woman"),meteorologist.mp4
METEOROLOGY,(as in "the study of weather"),meteorology.mp4
METER,(as in "unit of measurement"),meter.mp4
METHOD,,method.mp4
METHODIST,,methodist.mp4
METROPOLIS,,metropolis.mp4
MEW,(as in "a sound similar to a meow"),mew.mp4
MEXICAN,(as in "origin from Mexico"),mexican.mp4
MEXICO,(as in "the country"),mexico.mp4
MEZUZAH,,mezuzah.mp4
MICHAEL,(as in "the name"),michael.mp4
MICHIGAN,(as in "the state"),michigan.mp4
MICHIGAN STATE UNIVERSITY,,michigan_state_university.mp4
MICKEY,(as in "the name"),mickey.mp4
MICKEY MOUSE,,mickey_mouse.mp4
MICROPHONE,,microphone.mp4
MICROSCOPE,,microscope.mp4
MICROWAVE,,microwave.mp4
MIDDAY,,midday.mp4
MIDDLE,,middle.mp4
MIDDLE FINGER,,middle_finger.mp4
MIDDLE OF THE NIGHT,,middle_of_the_night.mp4
MIDDLE SCHOOL,,middle_school.mp4
MIDNIGHT,,midnight.mp4
MIDST,,midst.mp4
MIDWIFE,,midwife.mp4
MIGHT,(as in "maybe"),might.mp4
MIGHT,(as in "strength"),might2.mp4
MIGHTY,,mighty.mp4
MIGRANT,,migrant.mp4
MIKE,(as in "the name"),mike.mp4
MILE,(as in "unit of measurement"),mile.mp4
MILES PER HOUR,(as in "a measurement of speed"),miles_per_hour.mp4
MILITARY,,military.mp4
MILK,'(as in "the noun ''milk''")',milk.mp4
MILK,'(as in "the verb ''to milk''")',milk2.mp4
MILLENNIUM,(as in "a period of a thousand years"),millennium.mp4
MILLIGRAM,(as in "a unit of measure"),milligram.mp4
MILLIMETER,(as in "unit of measurement"),millimeter.mp4
MILLION,(as in "the sign million isolated"),million.mp4
MILLIONAIRE,,millionaire.mp4
MILWAUKEE,(as in "the largest city in Wisconsin"),milwaukee.mp4
MIMIC,,mimic.mp4
MIND,,mind.mp4
MIND MELD,,mind_meld.mp4
MINDSET,,mindset.mp4
MINE,(as in "to dig"),mine.mp4
MINE,(as in "showing ownership"),mine2.mp4
MINGLE,,mingle.mp4
MINIATURE,,miniature.mp4
MINIATURE GOLF,,miniature_golf.mp4
MINIMIZE,,minimize.mp4
MINIMUM,,minimum.mp4
MINISTER,(as in "a cleryman"),minister.mp4
MINISTER,(as in "to preech to"),minister2.mp4
MINISTRY,,ministry.mp4
MINK,,mink.mp4
MINNEAPOLIS,(as in "the city in Minnesota"),minneapolis.mp4
MINNESOTA,(as in "the state"),minnesota.mp4
MINNIE,(as in "the name"),minnie.mp4
MINOR,(as in "secondary focus of study"),minor.mp4
MINOR,(as in "small or lesser"),minor2.mp4
MINOR,|(as in "not an adult,_under_182years_ol.mp4,MINOR3.mp4
MINORITY,,minority.mp4
MINTY,,minty.mp4
MINUS,,minus.mp4
MINUTE,,minute.mp4
MIQUELON,(as in "part of the French territory"),miquelon.mp4
MIRACLE,(as in "the work of the divine"),miracle.mp4
MIRROR,,mirror.mp4
MISBEHAVIOR,,misbehavior.mp4
MISCARRIAGE,,miscarriage.mp4
MISCHIEF,,mischief.mp4
MISCHIEVOUS,,mischievous.mp4
MISCONCEPTION,,misconception.mp4
MISCONDUCT,,misconduct.mp4
MISDEED,,misdeed.mp4
MISER,,miser.mp4
MISERABLE,,miserable.mp4
MISERLY,,miserly.mp4
MISHKAN,,mishkan.mp4
MISLAY,,mislay.mp4
MISPLACE,,misplace.mp4
MISPRONOUNCE,,mispronounce.mp4
MISREAD,,misread.mp4
MISS,(as in "to miss someone"),miss.mp4
MISS,(as in "to miss something"),miss2.mp4
MISS,(as in "a title for a female regardless of martial status"),miss3.mp4
MISSAL,,missal.mp4
MISSILE,,missile.mp4
MISSING,(as in "gone"),missing.mp4
MISSING,(as in "absent"),missing2.mp4
MISSING A TOOTH,,missing_a_tooth.mp4
MISSION,,mission.mp4
MISSIONARY,,missionary.mp4
MISSISSIPPI,(as in "the state"),mississippi.mp4
MISSOURI,(as in "the state"),missouri.mp4
MISTAKE,,mistake.mp4
MISTLETOE,,mistletoe.mp4
MISTY,,misty.mp4
MISUNDERSTAND,,misunderstand.mp4
MISUNDERSTOOD,,misunderstood.mp4
MISUSE,,misuse.mp4
MITER,(as in "a religious hat"),miter.mp4
MITTENS,,mittens.mp4
MITZVAH,,mitzvah.mp4
MIX,,mix.mp4
MIX DRINK,,mix_drink.mp4
MIXED DRINK,,mixed_drink.mp4
MIXER,(as in "the kitchen appliance"),mixer.mp4
MLK JR DAY,,mlk_jr_day.mp4
MM,(as in "the letter M twice"),mm.mp4
MOBILE,,mobile.mp4
MOBILE PHONE,,mobile_phone.mp4
MOCK,,mock.mp4
MODEL,,model.mp4
MODEL,(as in "a fashion model"),model2.mp4
MODEST,,modest.mp4
MODESTY,,modesty.mp4
MODIFY,(as in "change"),modify.mp4
MOHAWK,(as in "the type of haircut"),mohawk.mp4
MOIST,,moist.mp4
MOISTEN,,moisten.mp4
MOISTURE,,moisture.mp4
MOLASSES,,molasses.mp4
MOLDOVA,(as in "the country"),moldova.mp4
MOLE,(as in "the animal"),mole.mp4
MOLE,(as in "a blemish on the skin"),mole2.mp4
MOLEST,,molest.mp4
MOLESTATION,,molestation.mp4
MOLOKAI,(as in "one of the Hawaiian Islands"),molokai.mp4
MOM,(as in "female parent"),mom.mp4
MOMENT,,moment.mp4
MOMENTARILY,,momentarily.mp4
MOMENTOUS,,momentous.mp4
MOMMA,(as in "female parent"),momma.mp4
MOMMY,(as in "female parent"),mommy.mp4
MONACO,(as in "the country"),monaco.mp4
MONASTERY,,monastery.mp4
MONDAY,,monday.mp4
MONDAYS,,mondays.mp4
MONEY,,money.mp4
MONGOLIA,(as in "the country"),mongolia.mp4
MONICA,(as in "the name"),monica.mp4
MONITOR,(as in "pay attention to or watch closely"),monitor.mp4
MONITOR,(as in "computer monitor"),monitor2.mp4
MONK,(as in "a Catholic Monk"),monk.mp4
MONK,(as in "a Buddhist monk"),monk2.mp4
MONKEY,(as in "a type of primate"),monkey.mp4
MONOGRAPH,,monograph.mp4
MONOLOGUE,,monologue.mp4
MONOTONE,,monotone.mp4
MONOTONOUS,(as in "boring or dull"),monotonous.mp4
MONOTONOUS,(as in "very monotonous"),monotonous2.mp4
MONSIGNOR,,monsignor.mp4
MONSTER,,monster.mp4
MONSTRANCE,,monstrance.mp4
MONTANA,(as in "the state"),montana.mp4
MONTENEGRO,(as in "the country"),montenegro.mp4
MONTH,,month.mp4
MONTHLY,,monthly.mp4
MONTHLY INCOME,,monthly_income.mp4
MONTHS,,months.mp4
MONTSERRAT,(as in "the British territory"),montserrat.mp4
MONUMENT,,monument.mp4
MOO,(as in "the sound a cow makes"),moo.mp4
MOODY,,moody.mp4
MOON,,moon.mp4
MOONLIGHT,,moonlight.mp4
MOOSE,(as in "the animal"),moose.mp4
MOP,,mop.mp4
MOPE,,mope.mp4
MORAL,,moral.mp4
MORE,(as in "more of something"),more.mp4
MORE,(as in "more than"),more2.mp4
MORMON,,mormon.mp4
MORNING,,morning.mp4
MORNINGS,,mornings.mp4
MORON,,moron.mp4
MORRIS,(as in "the name"),morris.mp4
MORTAL SIN,,mortal_sin.mp4
MOSES,(as in "the name"),moses.mp4
MOSES,(as in "from the stories in the Bible"),moses2.mp4
MOSQUITO,,mosquito.mp4
MOST,,most.mp4
MOST OF THE GROUP,,most_of_the_group.mp4
MOTHER,(as in "female parent"),mother.mp4
'MOTHER''S DAY',,mother1s_day.mp4
MOTHER-IN-LAW,,mother2in2law.mp4
MOTION,,motion.mp4
MOTIVATE,,motivate.mp4
MOTIVATED,,motivated.mp4
MOTIVATION,,motivation.mp4
MOTIVATIONAL,,motivational.mp4
MOTIVE,,motive.mp4
MOTOR,,motor.mp4
MOTOR TRACK,,motor_track.mp4
MOTORCYCLE,,motorcycle.mp4
MOUNTAIN,,mountain.mp4
MOUNTAIN DEW,,mountain_dew.mp4
MOURN,,mourn.mp4
MOUSE,(as in "the animal"),mouse.mp4
MOUSE,(as in "computer mouse"),mouse2.mp4
MOUSSE,(as in "the food"),mousse.mp4
MOUTH,,mouth.mp4
MOVE,(as in "move side to side or here to there"),move.mp4
MOVE,(as in "move forward"),move2.mp4
MOVE,(as in "move back"),move3.mp4
MOVE,(as in "move away"),move4.mp4
MOVE,(as in "movement"),move5.mp4
MOVE AHEAD,,move_ahead.mp4
MOVE THERE,(as in "move side to side or here to there"),move_there.mp4
MOVE TO,(as in "move to a new location"),move_to.mp4
MOVEMENT,,movement.mp4
MOVIE,,movie.mp4
MOVIE CAMERA,,movie_camera.mp4
MOVIE THEATER,(as in "a place to watch movies"),movie_theater.mp4
MP3,,mp3.mp4
MP3 PLAYER,,mp3_player.mp4
MPH,(as in "MILE PER HOUR"),mph.mp4
MR,(as in "a title for a male regardless of martial status"),mr.mp4
MRI,(as in "Magnetic Resonance Imaging"),mri.mp4
MRS,(as in "a title for a female who is or has been married"),mrs.mp4
MS,(as in "a type of graduate degree"),ms.mp4
MS,(as in "a title for a female regardless of martial status"),ms2.mp4
MSU,,msu.mp4
MUCH,(as in "a large amount"),much.mp4
MUCH MORE,,much_more.mp4
MUCK,,muck.mp4
MUD,,mud.mp4
MUDDY,,muddy.mp4
MUFFIN,(as in "the food"),muffin.mp4
MUFFLE,,muffle.mp4
MUG,(as in "a type of cup"),mug.mp4
MULE,,mule.mp4
MULL,(as in "think about"),mull.mp4
MULL OVER,(as in "think about"),mull_over.mp4
MULTIPLE,,multiple.mp4
MULTIPLE SCLEROSIS,(as in "the chronic disease"),multiple_sclerosis.mp4
MULTIPLICATION,,multiplication.mp4
MULTIPLY,(as in "the mathematical concept"),multiply.mp4
MULTIPLY,|(as in "the math symbol for multiply,_.mp4,MULTIPLY2.mp4
MUM,(as in "female parent"),mum.mp4
MUMMY,(as in "female parent"),mummy.mp4
MUMPS,,mumps.mp4
MUMS,,mums.mp4
MUMS THE WORD,,mums_the_word.mp4
MURAL,,mural.mp4
MURDER,,murder.mp4
MURDERER,,murderer.mp4
MUSCLE,,muscle.mp4
MUSCULAR,,muscular.mp4
MUSEUM,,museum.mp4
MUSH,,mush.mp4
MUSHROOM,,mushroom.mp4
MUSIC,,music.mp4
MUSIC BOOK,,music_book.mp4
MUSIC PLAYER,,music_player.mp4
MUSICIAN,,musician.mp4
MUSKEGON,(as in "the city in Michigan"),muskegon.mp4
MUSKMELON,,muskmelon.mp4
MUSLIM,(as in "the religion"),muslim.mp4
MUST,,must.mp4
MUSTACHE,,mustache.mp4
MUSTARD,,mustard.mp4
MUTILATE,,mutilate.mp4
MUTTON,,mutton.mp4
MUTUAL,(as in "agreement"),mutual.mp4
MUZZLE,,muzzle.mp4
MY,,my.mp4
MY NAME,,my_name.mp4
MY TURN,,my_turn.mp4
MYANMAR,(as in "the country also known as Burma"),myanmar.mp4
MYOPIC,,myopic.mp4
MYRIAD,,myriad.mp4
MYRRH,,myrrh.mp4
MYSELF,,myself.mp4
MYSELF,|(as in "myself,_but_with_emphasi.mp4,MYSELF2.mp4
MYSTERY,,mystery.mp4
MYTH,,myth.mp4
N,(as in "the letter N"),n.mp4
NAG,,nag.mp4
NAIL,(as in "hammer and nails"),nail.mp4
NAIL,(as in "fingernail"),nail2.mp4
NAIL POLISH,,nail_polish.mp4
NAILS,,nails.mp4
NAIVE,,naive.mp4
NAKED,,naked.mp4
NAMASTE,,namaste.mp4
NAME,,name.mp4
NAMED,,named.mp4
NANA,(as in "female grandparent"),nana.mp4
NAP,,nap.mp4
NAPKIN,,napkin.mp4
NARC,(as in "prohibitor of narcotics "),narc.mp4
NARCISSISM,,narcissism.mp4
NARCISSIST,,narcissist.mp4
NARCISSISTIC,,narcissistic.mp4
NARCIST,,narcist.mp4
NARCOTICS,,narcotics.mp4
NARCOTICS OFFICER,,narcotics_officer.mp4
NARRATE,,narrate.mp4
NARRATIVE,,narrative.mp4
NARRATOR,,narrator.mp4
NARROW,(as in "the size or width of something"),narrow.mp4
NARWHAL,,narwhal.mp4
NASAL,,nasal.mp4
NASTY,(as in "bad"),nasty.mp4
NASTY,(as in "dirty"),nasty2.mp4
NATION,,nation.mp4
NATIONAL,,national.mp4
NATIVE,,native1.mp4
NATIVE AMERICAN,,native_american.mp4
NATIVITY,,nativity.mp4
NATURAL,,natural.mp4
NATURAL MEDICINE,,natural_medicine.mp4
NATURALLY,,naturally.mp4
NATURE,(as in "a character attribute"),nature.mp4
NATURE,(as in "the physical world or environment"),nature2.mp4
NAUGHTY,,naughty.mp4
NAUSEA,,nausea.mp4
NAVASSA ISLAND,(as in "the island in the Caribbean Sea"),navassa_island.mp4
NAVEL,(as in "belly button"),navel.mp4
NAVIGATE,,navigate.mp4
NAVY,,navy.mp4
NAZARETH,,nazareth.mp4
NEAR,,near.mp4
NEARBY,,nearby.mp4
NEARLY,,nearly.mp4
NEAT,(as in "clean"),neat.mp4
NEAT,(as in "cool"),neat2.mp4
NEBRASKA,(as in "the state"),nebraska.mp4
NECESSARY,,necessary.mp4
NECK,,neck.mp4
NECKLACE,,necklace.mp4
NECKLINE,,neckline.mp4
NECKTIE,,necktie.mp4
NEED,,need.mp4
NEEDLE,,needle.mp4
NEGATIVE,(as in "subtract"),negative.mp4
NEGATIVE,(as in "attitude"),negative2.mp4
NEGLECT,(as in "neglect you"),neglect.mp4
NEGLECT ME,,neglect_me.mp4
NEGOTIATE,,negotiate.mp4
NEIGH,(as in "the sound a horse makes"),neigh.mp4
NEIGHBOR,,neighbor.mp4
NEIGHBORHOOD,,neighborhood.mp4
NEITHER,,neither.mp4
NELLIE,(as in "the name"),nellie.mp4
NELSON,(as in "the name"),nelson.mp4
NEONATE,(as in "a young snake"),neonate.mp4
NEPAL,(as in "the country"),nepal.mp4
NEPHEW,,nephew.mp4
NERD,,nerd.mp4
NERVES,,nerves.mp4
NERVOUS,,nervous.mp4
NERVOUS NELLIE,,nervous_nellie.mp4
NERVOUS PERSON,,nervous_person.mp4
NERVOUS SYSTEM,,nervous_system.mp4
NERVY,,nervy.mp4
NEST,,nest.mp4
NET,(as in "a generic net"),net.mp4
NET,(as in "a sports net"),net2.mp4
NETHERLANDS,(as in "the country"),netherlands.mp4
NETWORK,,network.mp4
NETWORKING,,networking.mp4
NEUTRAL,,neutral.mp4
NEVADA,(as in "the state"),nevada.mp4
NEVER,,never.mp4
NEVER LOSE,,never_lose.mp4
NEVER MIND,,never_mind.mp4
NEVER SEEN,,never_seen.mp4
NEVIS,(as in "part of the country of Saint Kitts and Nevis"),nevis.mp4
NEW,,new1.mp4
NEW BRUNSWICK,(as in "the Canadian province"),new_brunswick.mp4
NEW ENGLAND,,new_england.mp4
NEW HAMPSHIRE,(as in "the state"),new_hampshire.mp4
NEW JERSEY,(as in "the state"),new_jersey.mp4
NEW MEXICO,(as in "the state"),new_mexico.mp4
NEW ORLEANS,(as in "the largest city in Louisiana"),new_orleans.mp4
NEW TESTAMENT,,new_testament.mp4
NEW YEAR,,new_year.mp4
NEW YEAR,(as in "Rosh Hashanah"),new_year2.mp4
'NEW YEAR''S DAY',,new_year1s_day.mp4
'NEW YEAR''S EVE',,new_year1s_eve.mp4
NEW YORK,(as in "the state"),new_york.mp4
NEW YORK CITY,(as in "the city in New York"),new_york_city.mp4
NEWFOUNDLAND,(as in "the Canadian province of Newfoundland and Labrador"),newfoundland.mp4
NEWFOUNDLAND AND LABRADOR,(as in "the Canadian province"),newfoundland_and_labrador.mp4
NEWS,(as in "to provide news to one person"),news.mp4
NEWS,(as in "to provide news to multiple people"),news2.mp4
NEWS,(as in "news from the media"),news3.mp4
NEWS,(as in "gossip or something exciting to say"),news4.mp4
NEWSFEED,,newsfeed.mp4
NEWSLETTER,,newsletter.mp4
NEWSPAPER,,newspaper.mp4
NEXT,(as in "coming right after"),next.mp4
NEXT,(as in "next to or beside"),next2.mp4
NEXT DOOR,,next_door.mp4
NEXT LINE DOWN,(as in "when explaining a body of text"),next_line_down.mp4
NEXT MONTH,,next_month.mp4
NEXT TO,(as in "adjacent"),next_to.mp4
NEXT YEAR,,next_year.mp4
NIBBLE,,nibble.mp4
NICARAGUA,(as in "the country"),nicaragua.mp4
NICE,,nice.mp4
NICE TO MEET YOU,,nice_to_meet_you.mp4
NICK,(as in "the name"),nick.mp4
NICKEL,,nickel.mp4
NICKNAME,,nickname.mp4
NIECE,,niece.mp4
NIGHT,(as in "all night"),night.mp4
NIGHT,(as in "evening"),night2.mp4
NIGHT BEFORE CHRISTMAS,,night_before_christmas.mp4
NIGHTCLUB,,nightclub.mp4
NIGHTS,,nights.mp4
NIGHTTIME,,nighttime.mp4
NIIHAU,(as in "one of the Hawaiian Islands"),niihau.mp4
NIMBLE,,nimble.mp4
NINE,,nine.mp4
NINE DAYS,,nine_days.mp4
NINE DAYS AGO,,nine_days_ago.mp4
NINE DOLLARS,,nine_dollars.mp4
NINE HOURS,,nine_hours.mp4
NINE HUNDRED,,nine_hundred.mp4
NINE MINUTES,,nine_minutes.mp4
NINE MONTHS,,nine_months.mp4
NINE MONTHS AGO,,nine_months_ago.mp4
NINE THOUSAND,,nine_thousand.mp4
NINE WEEKS,,nine_weeks.mp4
NINE WEEKS AGO,(as in "9 weeks in the past"),nine_weeks_ago.mp4
NINE YEARS,,nine_years.mp4
NINE YEARS OLD,,nine_years_old.mp4
NINETEEN,,nineteen.mp4
NINETY,,ninety.mp4
NINETY-EIGHT,,ninety2eight.mp4
NINETY-FIVE,,ninety2five.mp4
NINETY-FOUR,,ninety2four.mp4
NINETY-NINE,,ninety2nine.mp4
NINETY-ONE,,ninety2one.mp4
NINETY-SEVEN,,ninety2seven.mp4
NINETY-SIX,,ninety2six.mp4
NINETY-THREE,,ninety2three.mp4
NINETY-TWO,,ninety2two.mp4
NINJA,,ninja.mp4
NINTH,(as in "in a sequence"),ninth.mp4
NINTH GRADE,,ninth_grade.mp4
NIPPLE,,nipple.mp4
NIPPLES,,nipples.mp4
NITWIT,,nitwit.mp4
NN,(as in "the letter N twice"),nn.mp4
NO,(as in "negatory"),no.mp4
NO,(as in "none or no more"),no2.mp4
NO,(as in "emphatic no!"),no3.mp4
NO BIG DEAL,,no_big_deal.mp4
NO CHANGE,,no_change.mp4
NO COMMENT,,no_comment.mp4
NO GOOD,,no_good.mp4
NO MERCY,,no_mercy.mp4
NO ONE,,no_one.mp4
NO SYMPATHY,,no_sympathy.mp4
NO TEETH,,no_teeth.mp4
NO WORK,,no_work.mp4
NOAH,(as in "the name"),noah.mp4
NOAH,(as in "from the story in the Bible"),noah2.mp4
NOBEL PRIZE,,nobel_prize.mp4
NOBLE,,noble.mp4
NOBODY,,nobody.mp4
NOD,,nod.mp4
NOISE,,noise.mp4
NOMINATE,,nominate.mp4
NOMINATION,,nomination.mp4
NOMINATIONS,(as in "multiple nominations"),nominations.mp4
NOMINEE,,nominee.mp4
NONCHALANT,,nonchalant.mp4
NONDENOMINATIONAL,,nondenominational.mp4
NONE,,none.mp4
NONRELIGIOUS,,nonreligious.mp4
NONSENSICAL,,nonsensical.mp4
NOODLE,,noodle.mp4
NOON,,noon.mp4
NOON TIME,,noon_time.mp4
NORMAL,,normal.mp4
NORTH,,north.mp4
NORTH AMERICA,,north_america.mp4
NORTH CAROLINA,(as in "the state"),north_carolina.mp4
NORTH DAKOTA,(as in "the state"),north_dakota.mp4
NORTH KOREA,(as in "the country"),north_korea.mp4
NORTH STAR,,north_star.mp4
NORTH VIETNAM,(as in "part of the country of Vietnam"),north_vietnam.mp4
NORTHEAST,,northeast.mp4
NORTHERN IRELAND,(as in "the province of the United Kingdom"),northern_ireland.mp4
NORTHWEST,,northwest.mp4
NORTHWEST TERRITORIES,(as in "the Canadian province"),northwest_territories.mp4
NORWAY,(as in "the country"),norway.mp4
NORWEGIAN,(as in "origin from Norway"),norwegian.mp4
NOSE,,nose.mp4
NOSE IS RUNNING,,nose_is_running.mp4
NOSEDIVE,,nosedive.mp4
NOSTRIL,,nostril.mp4
NOSY,,nosy.mp4
NOT,,not.mp4
NOT ACCURATE,(as in "not correct"),not_accurate.mp4
NOT ACCURATE,(as in "not exact"),not_accurate2.mp4
NOT ACCUSTOMED,,not_accustomed.mp4
NOT AFRAID,,not_afraid.mp4
NOT APPROPRIATE,,not_appropriate.mp4
NOT BALANCED,(as in "financially"),not_balanced.mp4
NOT BALANCED,(as in "weight"),not_balanced2.mp4
NOT BALANCED,|(as in "uneven distribution,_difficult_to_remain_uprigh.mp4,NOT BALANCED3.mp4
NOT BELIEVABLE,,not_believable.mp4
NOT CLEAN,,not_clean.mp4
NOT CONFIDENT,,not_confident.mp4
NOT CONSISTENT,,not_consistent.mp4
NOT COOKED,,not_cooked.mp4
NOT CRAZY,,not_crazy.mp4
NOT DONE,,not_done.mp4
NOT ENOUGH,,not_enough.mp4
NOT EQUAL,,not_equal.mp4
NOT EVEN,,not_even.mp4
NOT EXACT,,not_exact.mp4
NOT EXACTLY,,not_exactly.mp4
NOT FINISHED,,not_finished.mp4
NOT INNOCENT,(as in "someone who used to be innocent"),not_innocent.mp4
NOT LET,,not_let.mp4
NOT LIKE THE OTHERS,,not_like_the_others.mp4
NOT LOST,,not_lost.mp4
NOT MARRIED,,not_married.mp4
NOT MY CUP OF TEA,,not_my_cup_of_tea.mp4
NOT MY FAULT,,not_my_fault.mp4
NOT MY PREFERENCE,,not_my_preference.mp4
NOT NAIVE,(as in "someone who used to be naive but is no more"),not_naive.mp4
NOT NICE,,not_nice.mp4
NOT NOTICED,,not_noticed.mp4
NOT OBEY,,not_obey.mp4
NOT POSSESS,,not_possess.mp4
NOT POSSIBLE,,not_possible.mp4
NOT PRESENT,,not_present.mp4
NOT REASONABLE,,not_reasonable.mp4
NOT RELIABLE,,not_reliable.mp4
NOT RELIGIOUS,,not_religious.mp4
NOT RESPONSIBLE,,not_responsible.mp4
NOT RIGHT,(as in "inaccurate"),not_right.mp4
NOT SHAVED,(as in "face"),not_shaved.mp4
NOT SHAVED,(as in "legs"),not_shaved2.mp4
NOT SHAVEN,(as in "face"),not_shaven.mp4
NOT SHAVEN,(as in "legs"),not_shaven2.mp4
NOT SKILLED,,not_skilled.mp4
NOT STANDARD,,not_standard.mp4
NOT STANDARDIZED,,not_standardized.mp4
NOT SURE,,not_sure.mp4
NOT SURE,,not_sure2.mp4
NOT TAKE CARE OF,,not_take_care_of.mp4
NOT TRUE,,not_true.mp4
NOT TRUSTWORTHY,,not_trustworthy.mp4
NOT YET,,not_yet.mp4
NOT YET ACCOMPLISHED,,not_yet_accomplished.mp4
NOT YET COMPLETED,,not_yet_completed.mp4
NOTABLE,,notable.mp4
NOTE,(as in "to notice"),note.mp4
NOTE,(as in "a written message/s"),note2.mp4
NOTE,(as in "musical note"),note3.mp4
NOTE,(as in "make a list"),note4.mp4
NOTEBOOK,(as in "a tablet of paper"),notebook.mp4
NOTEBOOK,(as in "a type of computer"),notebook2.mp4
NOTHING,,nothing.mp4
NOTHING TO IT,,nothing_to_it.mp4
NOTICE,,notice.mp4
NOTICED,,noticed.mp4
NOTIFY,(as in "notify one person"),notify.mp4
NOTIFY,(as in "notify multiple people"),notify2.mp4
NOTIFY ME,,notify_me.mp4
NOTION,,notion.mp4
NOTORIOUS,,notorious.mp4
NOTORIOUS,,notorious2.mp4
NOUN,(as in "parts of speech/grammar"),noun.mp4
NOURISH,,nourish.mp4
NOVA SCOTIA,(as in "the Canadian province"),nova_scotia.mp4
NOVEL,,novel.mp4
NOVEMBER,(as in "the month"),november.mp4
NOW,(as in "the present or at the moment"),now.mp4
NOW,(as in "now"),now2.mp4
NOZZLE,,nozzle.mp4
NUDE,,nude.mp4
NUDGE,,nudge.mp4
NUISANCE,,nuisance.mp4
NUMB,(as in "the emotion"),numb.mp4
NUMB,(as in "frozen"),numb2.mp4
NUMBER,,number.mp4
NUMERAL,,numeral.mp4
NUMEROUS,,numerous.mp4
NUN,,nun.mp4
NUNAVUT,(as in "a territory in Canada"),nunavut.mp4
NUPTIALS,,nuptials.mp4
NURSE,,nurse.mp4
NURSERY SCHOOL,,nursery_school.mp4
NURSING,,nursing.mp4
NURSING SCHOOL,,nursing_school.mp4
NURTURE,,nurture.mp4
NUT,(as in "the food"),nut.mp4
NUTRIENT,,nutrient.mp4
NUTRITION,,nutrition.mp4
NUTS,(as in "admire or nuts about"),nuts.mp4
NUTTIER THAN A FRUITCAKE,,nuttier_than_a_fruitcake.mp4
NYLON,,nylon.mp4
O,(as in "the letter O"),o.mp4
OAHU,(as in "one of the Hawaiian Islands"),oahu.mp4
OAR,,oar.mp4
OATH,,oath.mp4
OATMEAL,,oatmeal.mp4
OBAMA,,obama.mp4
